"Word"	"Freq"
"3793"	"improved"	13
"3864"	"independence"	13
"4034"	"interested"	13
"4058"	"intimacy"	13
"4085"	"invited"	13
"4193"	"kept"	13
"4370"	"liberty"	13
"4377"	"lieutenant"	13
"4484"	"lovers"	13
"4582"	"material"	13
"4592"	"matters"	13
"4669"	"middle"	13
"4751"	"money"	13
"4896"	"newspaper"	13
"4904"	"nieces"	13
"4927"	"nonsense"	13
"5076"	"opened"	13
"5101"	"order"	13
"5183"	"pains"	13
"5393"	"plain"	13
"5405"	"plans"	13
"5431"	"pleasing"	13
"5454"	"points"	13
"5488"	"possibly"	13
"5509"	"powers"	13
"5831"	"quietly"	13
"5885"	"reach"	13
"5938"	"recollection"	13
"6078"	"removal"	13
"6126"	"reproach"	13
"6318"	"rooms"	13
"6411"	"satisfy"	13
"6427"	"says"	13
"6512"	"seeming"	13
"6520"	"seldom"	13
"6552"	"sending"	13
"6594"	"settle"	13
"6622"	"shame"	13
"6689"	"shrubbery"	13
"6843"	"sofa"	13
"6973"	"spring"	13
"7003"	"stand"	13
"7044"	"step"	13
"7166"	"success"	13
"7370"	"tender"	13
"7791"	"unhappy"	13
